SensorID,Temp,Salinity,PH,NH4,DO,CA,Timestamp
Sensor-13,28.43,0.40,8.03,67.95,1.59,0.93,2025-06-03 04:02:48
Sensor-14,21.24,0.37,6.91,18.91,11.40,3.54,2025-06-02 12:21:14
Sensor-15,25.02,0.08,7.13,10.40,7.78,9.88,2025-06-02 14:21:07
Sensor-16,22.85,0.48,6.62,33.50,9.19,3.33,2025-06-02 20:50:43
Sensor-17,28.59,1.84,8.19,96.84,6.87,13.36,2025-06-03 00:44:56
Sensor-18,23.15,0.19,7.38,6.13,9.08,3.51,2025-06-03 05:15:33
Sensor-19,33.47,1.39,4.35,95.63,2.92,13.90,2025-06-02 16:24:14
Sensor-20,20.71,0.45,7.41,18.65,7.25,5.74,2025-06-02 18:56:08
Sensor-21,32.79,0.92,9.76,87.05,14.08,11.22,2025-06-03 02:40:20
Sensor-22,21.55,0.13,8.33,42.10,5.25,8.29,2025-06-02 14:32:57
Sensor-23,29.76,0.00,7.75,20.23,5.85,6.18,2025-06-02 19:06:16
Sensor-24,20.65,0.15,6.80,22.76,6.30,8.01,2025-06-02 21:28:47
Sensor-25,30.44,1.23,9.10,53.70,12.72,2.46,2025-06-02 14:07:03
Sensor-26,16.66,1.51,4.02,85.66,9.51,4.34,2025-06-02 22:32:47
Sensor-27,23.75,0.29,8.19,9.17,8.95,6.48,2025-06-02 23:12:54
Sensor-28,22.03,0.12,8.07,34.94,11.61,5.70,2025-06-02 11:18:18
Sensor-29,30.35,1.15,4.66,73.64,8.07,12.01,2025-06-02 20:20:45
Sensor-30,26.94,0.04,7.76,48.46,7.81,8.18,2025-06-02 14:09:52
Sensor-31,25.12,0.26,6.87,40.77,7.33,9.74,2025-06-03 01:16:28
Sensor-32,29.51,1.61,8.76,91.33,9.37,1.05,2025-06-03 07:32:47
Sensor-33,20.03,0.15,7.66,3.19,10.29,9.77,2025-06-03 02:13:00
Sensor-34,17.28,1.76,9.54,96.30,4.79,10.28,2025-06-03 00:54:32
Sensor-35,24.06,0.49,8.31,40.93,5.64,6.07,2025-06-02 09:49:53
Sensor-36,32.10,0.79,3.70,52.15,6.11,11.42,2025-06-03 01:51:50
Sensor-37,30.62,1.21,8.51,59.04,8.25,8.87,2025-06-03 06:59:59
Sensor-38,25.76,0.01,7.09,23.73,8.03,7.11,2025-06-02 12:37:19
Sensor-39,25.46,0.29,6.64,35.00,11.17,4.09,2025-06-02 10:43:25
Sensor-40,16.10,1.22,8.05,55.14,6.06,12.63,2025-06-02 22:59:19
Sensor-41,24.80,0.15,7.41,37.47,11.54,8.58,2025-06-03 05:23:40
Sensor-42,21.49,0.01,7.59,14.71,10.41,8.83,2025-06-03 08:00:21
Sensor-43,12.83,1.08,9.32,59.98,5.68,11.63,2025-06-02 11:48:48
Sensor-44,22.15,0.60,5.14,83.25,6.05,14.46,2025-06-02 15:07:03
Sensor-45,27.65,1.90,3.87,75.74,13.27,13.58,2025-06-03 00:53:39
Sensor-46,19.05,0.76,7.52,57.15,0.34,13.54,2025-06-03 03:46:40
Sensor-47,22.64,0.09,7.23,26.01,8.14,9.47,2025-06-03 02:43:29
Sensor-48,22.67,1.62,5.83,43.53,13.58,11.85,2025-06-03 07:19:36
Sensor-49,37.84,1.21,3.91,53.73,12.03,4.43,2025-06-03 02:56:03
Sensor-50,24.57,0.35,7.43,24.57,10.16,9.59,2025-06-02 15:24:22
Sensor-51,22.49,1.64,6.37,73.85,10.92,10.19,2025-06-03 07:23:44
Sensor-52,34.14,1.24,5.80,45.11,10.84,14.48,2025-06-02 22:20:20
Sensor-53,38.26,1.90,9.16,40.60,13.42,8.65,2025-06-03 06:04:59
Sensor-54,29.39,0.22,8.04,19.25,10.60,5.04,2025-06-03 00:41:49
Sensor-55,14.22,0.75,5.30,75.40,7.33,10.66,2025-06-02 18:45:16
Sensor-56,25.94,0.96,7.28,96.09,13.78,0.05,2025-06-02 15:50:49
Sensor-57,29.73,0.38,6.57,3.06,5.14,7.32,2025-06-03 02:49:05
Sensor-58,29.24,0.35,7.84,25.62,9.07,5.46,2025-06-02 21:17:11
Sensor-59,17.41,1.12,6.95,99.85,5.88,12.35,2025-06-02 16:16:18
Sensor-60,14.10,0.90,5.68,77.65,7.06,5.96,2025-06-03 01:21:08
Sensor-61,25.98,0.02,7.73,43.00,11.39,8.07,2025-06-03 01:55:59
Sensor-62,25.43,0.27,6.69,30.97,7.94,7.47,2025-06-03 04:32:54
Sensor-63,20.62,0.47,7.08,7.24,7.29,4.67,2025-06-02 23:57:06
Sensor-64,12.39,0.41,5.14,68.81,11.25,14.89,2025-06-03 01:18:31
Sensor-65,20.64,0.18,7.68,28.01,9.88,5.04,2025-06-03 00:51:50
Sensor-66,28.16,0.30,7.95,44.94,9.41,4.00,2025-06-03 00:33:13
Sensor-67,26.81,0.22,7.21,30.85,8.01,8.05,2025-06-02 15:56:38
Sensor-68,21.86,1.52,4.58,83.42,11.97,6.21,2025-06-02 18:35:29
Sensor-69,13.73,0.41,3.10,79.43,14.20,13.66,2025-06-03 02:27:50
Sensor-70,20.30,1.12,6.34,53.32,8.33,5.61,2025-06-02 23:05:10
Sensor-71,26.39,0.23,7.47,23.13,10.88,3.08,2025-06-02 22:11:31
Sensor-72,28.68,0.31,7.51,13.34,8.46,3.02,2025-06-03 08:22:22
Sensor-73,14.13,0.82,9.58,83.87,4.72,6.52,2025-06-03 00:51:48
Sensor-74,23.05,1.26,7.75,61.23,8.91,9.19,2025-06-02 21:41:49
Sensor-75,27.01,0.19,8.27,42.66,6.65,6.32,2025-06-03 06:16:54
Sensor-76,22.91,0.23,7.28,17.35,6.68,9.72,2025-06-02 18:05:33
Sensor-77,20.77,1.56,8.70,74.13,7.57,4.67,2025-06-02 22:00:36
Sensor-78,26.32,0.22,6.87,16.65,9.07,8.79,2025-06-03 03:56:26
Sensor-79,16.06,0.91,6.83,98.82,12.42,12.62,2025-06-03 08:47:07
Sensor-80,32.01,1.72,3.41,44.78,12.18,2.42,2025-06-03 06:48:02
Sensor-81,14.23,1.99,9.15,98.37,5.87,6.39,2025-06-02 23:57:30
Sensor-82,25.67,0.32,6.79,7.51,6.85,6.10,2025-06-03 03:00:08
Sensor-83,20.54,0.49,8.09,30.06,9.24,5.91,2025-06-02 12:53:50
Sensor-84,30.44,1.74,3.24,79.99,9.75,10.19,2025-06-02 16:52:39
Sensor-85,26.20,0.16,7.91,28.33,8.99,7.48,2025-06-02 12:27:00
Sensor-86,13.21,1.04,9.21,51.05,12.08,11.47,2025-06-02 11:22:22
Sensor-87,39.47,1.42,4.40,75.89,0.92,10.15,2025-06-03 07:30:01
Sensor-88,28.37,0.75,6.40,50.46,11.08,0.16,2025-06-02 20:31:19
Sensor-89,22.99,1.00,5.97,60.22,1.76,8.64,2025-06-03 03:59:34
Sensor-90,27.01,0.06,7.64,21.35,5.97,3.25,2025-06-02 18:58:32
Sensor-91,39.55,1.03,5.13,97.69,7.70,14.33,2025-06-03 04:39:45
Sensor-92,12.16,1.01,5.60,71.63,14.41,8.19,2025-06-02 23:14:12
Sensor-93,25.88,0.07,8.08,4.64,11.73,6.46,2025-06-03 05:47:56
Sensor-94,27.85,0.43,8.42,13.45,9.89,9.56,2025-06-03 05:29:52
Sensor-95,13.85,1.08,4.91,86.69,10.62,0.86,2025-06-02 23:19:46
Sensor-96,16.89,0.95,6.27,59.97,6.66,1.84,2025-06-03 07:46:04
Sensor-97,10.57,1.10,9.61,58.46,6.73,14.31,2025-06-03 00:35:16
Sensor-98,31.65,0.54,5.40,76.99,8.59,14.73,2025-06-03 07:44:56
Sensor-99,28.89,0.18,7.68,35.42,11.38,4.20,2025-06-03 02:54:47
Sensor-100,28.34,0.28,7.67,26.82,9.33,8.90,2025-06-02 20:26:55
Sensor-1,10.80,0.72,6.03,62.46,3.63,6.32,2025-06-02 19:24:25
Sensor-2,20.31,0.29,7.42,28.00,7.96,3.55,2025-06-02 12:11:54
Sensor-3,29.66,0.46,7.87,37.05,6.59,3.54,2025-06-03 08:53:14
Sensor-4,20.41,0.39,7.06,14.82,6.27,9.71,2025-06-02 23:07:31
Sensor-5,20.44,0.12,7.61,27.88,8.30,4.79,2025-06-02 14:19:28
Sensor-6,17.60,1.99,6.70,46.68,13.95,12.15,2025-06-02 15:24:12
Sensor-7,24.80,0.04,8.01,18.24,9.87,3.11,2025-06-03 00:33:26
Sensor-8,29.75,0.06,7.40,13.22,11.86,9.36,2025-06-02 13:06:00
Sensor-9,25.81,0.98,4.38,50.21,8.97,10.99,2025-06-03 08:23:36
Sensor-10,25.72,0.02,7.32,25.26,10.67,9.58,2025-06-02 10:26:42
Sensor-11,25.57,0.16,7.04,15.97,6.38,8.44,2025-06-03 00:53:20
Sensor-12,22.61,0.20,7.76,19.76,9.42,5.26,2025-06-02 19:04:54
Sensor-13,25.72,0.21,7.18,34.48,8.23,6.12,2025-06-03 00:18:07
Sensor-14,17.67,0.86,5.77,87.08,0.67,4.48,2025-06-03 04:25:50
Sensor-15,36.50,1.07,5.89,52.66,12.29,2.77,2025-06-03 06:51:41
Sensor-16,16.69,1.64,5.30,46.51,7.53,13.30,2025-06-02 11:33:21
Sensor-17,28.31,1.82,3.22,49.69,0.21,2.03,2025-06-02 14:50:36
Sensor-18,28.08,0.03,7.26,38.39,9.93,8.37,2025-06-02 11:07:11
Sensor-19,17.25,0.73,8.06,75.06,9.53,12.06,2025-06-02 11:31:44
Sensor-20,23.28,0.14,7.32,33.72,10.61,6.05,2025-06-02 15:55:43
Sensor-21,20.78,1.07,7.33,62.18,2.02,8.19,2025-06-02 18:25:41
Sensor-22,29.03,0.35,7.06,29.88,7.60,7.34,2025-06-02 12:14:35
Sensor-23,24.84,1.87,6.40,44.78,3.53,7.62,2025-06-02 18:59:09
Sensor-24,24.88,0.20,6.97,45.57,5.49,3.05,2025-06-02 20:34:33
Sensor-25,21.56,0.30,8.25,34.07,7.92,5.09,2025-06-02 18:48:04
Sensor-26,23.34,0.24,7.91,16.67,7.72,7.54,2025-06-02 17:52:45
Sensor-27,29.75,1.87,7.52,46.35,5.58,14.90,2025-06-02 21:38:45
Sensor-28,26.56,0.48,6.79,40.63,5.39,9.59,2025-06-03 01:40:27
Sensor-29,24.51,0.48,7.54,7.68,7.41,3.56,2025-06-02 19:29:16
Sensor-30,28.98,0.23,7.22,25.19,6.93,4.29,2025-06-02 12:20:39
Sensor-31,27.48,0.27,7.71,24.64,11.58,9.14,2025-06-02 10:28:32
Sensor-32,18.07,0.94,7.96,40.10,13.64,10.74,2025-06-02 14:29:24
Sensor-33,27.53,0.20,7.09,31.97,9.02,5.43,2025-06-02 10:54:28
Sensor-34,29.47,0.01,8.05,14.13,9.80,9.76,2025-06-02 18:14:28
Sensor-35,24.34,1.19,8.97,88.84,7.23,0.85,2025-06-02 13:44:40
Sensor-36,10.61,1.97,7.65,88.79,0.81,1.51,2025-06-02 12:30:02
Sensor-37,26.17,0.44,6.82,36.41,7.02,7.64,2025-06-02 12:25:09
Sensor-38,22.99,0.55,5.83,74.40,8.93,1.20,2025-06-02 20:38:16
Sensor-39,13.14,0.67,7.57,78.18,3.29,8.13,2025-06-02 10:06:51
Sensor-40,11.75,1.93,7.58,86.91,14.37,6.94,2025-06-02 22:41:41
Sensor-41,20.88,0.70,5.40,66.49,12.61,1.71,2025-06-02 18:00:37
Sensor-42,27.30,0.25,6.77,7.60,10.74,7.24,2025-06-02 12:55:37
Sensor-43,18.13,1.31,7.32,88.74,9.12,0.93,2025-06-02 20:54:40
Sensor-44,25.09,0.35,7.94,44.86,6.13,9.77,2025-06-03 03:16:22
Sensor-45,29.52,0.45,5.71,78.94,11.19,1.03,2025-06-03 06:57:26
Sensor-46,24.09,0.37,7.56,45.83,9.72,4.40,2025-06-02 22:33:05
Sensor-47,11.55,1.98,5.46,80.83,13.88,12.69,2025-06-02 11:17:57
Sensor-48,26.95,0.08,7.34,1.41,9.42,3.65,2025-06-02 17:55:09
Sensor-49,24.29,0.43,7.08,47.10,9.89,8.28,2025-06-02 09:36:08
Sensor-50,13.18,0.70,4.09,74.75,1.78,10.46,2025-06-02 12:38:51
Sensor-51,20.68,1.39,5.15,55.82,3.83,0.32,2025-06-02 14:35:20
Sensor-52,19.72,1.26,6.25,46.62,14.19,3.46,2025-06-02 10:06:38
Sensor-53,21.38,0.15,8.38,16.74,7.15,7.30,2025-06-03 04:11:00
Sensor-54,22.41,0.08,7.94,47.44,7.53,8.71,2025-06-02 10:03:06
Sensor-55,34.22,1.01,8.62,79.46,0.52,0.19,2025-06-02 22:40:39
Sensor-56,23.05,0.31,6.90,48.57,9.69,4.32,2025-06-02 19:16:40
Sensor-57,19.04,0.65,3.61,47.65,4.07,2.20,2025-06-02 13:08:29
Sensor-58,31.83,0.62,9.90,99.06,4.58,2.31,2025-06-03 05:32:02
Sensor-59,29.13,0.10,7.44,37.61,5.79,9.29,2025-06-02 10:24:53
Sensor-60,34.74,0.86,9.75,70.64,13.50,2.42,2025-06-03 01:03:54
Sensor-61,29.52,0.28,6.84,25.33,11.15,9.71,2025-06-03 03:12:40
Sensor-62,13.06,1.03,3.11,71.09,9.72,5.18,2025-06-03 00:18:48
Sensor-63,29.85,0.34,8.33,33.83,11.54,4.31,2025-06-03 01:55:36
Sensor-64,36.14,0.53,6.34,91.09,5.40,8.50,2025-06-02 18:44:49
Sensor-65,19.69,1.06,5.95,76.42,7.05,2.23,2025-06-03 01:15:05
Sensor-66,22.39,1.30,5.89,54.97,7.39,13.55,2025-06-02 14:52:12
Sensor-67,26.05,0.24,7.66,44.19,11.02,5.89,2025-06-02 14:35:04
Sensor-68,21.19,0.05,6.87,24.12,11.65,4.71,2025-06-02 17:46:54
Sensor-69,22.92,0.36,7.18,6.01,5.16,9.86,2025-06-03 08:19:53
Sensor-70,27.81,0.19,6.65,28.80,8.12,8.00,2025-06-02 12:14:24
Sensor-71,24.96,0.36,7.60,25.53,11.24,7.93,2025-06-03 05:27:41
Sensor-72,29.68,0.37,6.95,14.93,5.13,9.42,2025-06-02 16:14:13
Sensor-73,21.16,0.50,7.79,18.35,7.81,6.13,2025-06-03 03:59:55
Sensor-74,20.93,0.31,7.35,12.76,11.51,7.05,2025-06-03 07:08:23
Sensor-75,27.19,0.25,7.00,48.14,6.60,7.30,2025-06-03 03:34:56
Sensor-76,20.92,0.40,7.31,21.44,7.70,6.11,2025-06-02 14:05:27
Sensor-77,32.73,0.57,4.86,81.82,10.58,13.18,2025-06-02 23:44:10
Sensor-78,32.65,0.61,4.43,90.21,6.68,7.24,2025-06-02 12:19:37
Sensor-79,17.91,1.71,3.50,84.17,3.28,1.87,2025-06-02 14:44:41
Sensor-80,31.73,1.24,7.57,93.51,12.33,8.98,2025-06-03 01:12:10
Sensor-81,36.14,1.46,5.97,52.10,7.90,12.29,2025-06-02 23:59:11
Sensor-82,22.86,0.64,9.88,51.99,2.89,10.95,2025-06-02 15:00:41
Sensor-83,22.38,0.26,7.63,49.76,8.00,3.31,2025-06-02 18:40:19
Sensor-84,34.73,1.58,3.78,62.30,0.78,9.42,2025-06-03 03:33:52
Sensor-85,37.82,1.07,3.72,89.78,5.07,8.71,2025-06-02 20:06:40
Sensor-86,13.95,1.28,9.08,73.05,1.23,11.75,2025-06-03 04:11:03
Sensor-87,19.27,0.71,4.91,95.63,8.98,4.76,2025-06-02 20:34:50
Sensor-88,33.85,1.28,4.42,76.62,13.95,10.73,2025-06-02 13:19:24
Sensor-89,24.28,0.36,6.55,16.66,11.60,3.03,2025-06-02 17:55:01
Sensor-90,25.53,0.11,7.75,2.92,10.95,5.61,2025-06-02 11:33:48
Sensor-91,26.42,1.28,8.11,46.63,13.84,10.29,2025-06-03 05:33:09
Sensor-92,15.44,0.88,8.81,62.26,2.57,12.73,2025-06-02 18:01:21
Sensor-93,27.42,1.76,8.51,48.37,7.26,7.38,2025-06-03 03:53:35
Sensor-94,39.01,1.92,4.08,59.24,0.98,0.64,2025-06-02 14:03:02
Sensor-95,23.73,0.17,7.68,12.13,7.31,6.25,2025-06-03 02:55:47
Sensor-96,26.61,0.06,8.26,49.93,11.43,6.98,2025-06-03 03:34:02
Sensor-97,20.34,0.42,8.48,11.41,9.42,7.65,2025-06-03 01:36:30
Sensor-98,29.40,0.14,8.37,33.82,10.87,3.68,2025-06-03 04:56:22
Sensor-99,20.08,0.04,6.96,18.39,7.59,7.88,2025-06-03 05:42:02
Sensor-100,23.24,0.39,7.40,47.65,8.48,3.93,2025-06-03 05:41:59
Sensor-1,16.31,1.68,8.00,77.10,3.17,5.85,2025-06-02 10:54:54
Sensor-2,25.28,0.24,8.34,22.44,7.12,8.00,2025-06-03 07:35:53
Sensor-3,25.64,0.19,7.10,34.29,7.34,5.89,2025-06-03 07:00:33
Sensor-4,27.60,0.46,8.16,28.47,9.91,3.26,2025-06-02 19:35:27
Sensor-5,12.35,1.83,7.09,68.91,2.20,3.16,2025-06-02 17:59:02
Sensor-6,20.86,0.46,7.81,9.01,10.63,6.99,2025-06-02 19:48:04
Sensor-7,11.93,1.84,9.35,47.93,7.88,12.08,2025-06-02 14:24:50
Sensor-8,32.77,0.50,4.35,50.53,11.17,13.48,2025-06-02 21:34:38
Sensor-9,21.06,1.63,7.41,78.92,10.22,13.34,2025-06-03 03:58:41
Sensor-10,25.26,0.22,8.37,37.17,9.87,6.34,2025-06-03 02:03:31
Sensor-11,27.82,0.01,8.25,41.78,6.24,3.62,2025-06-02 22:35:28
Sensor-12,26.65,0.39,7.15,8.39,11.09,8.75,2025-06-03 09:18:23
Sensor-13,23.48,0.33,6.86,34.48,8.10,6.95,2025-06-02 14:37:12
Sensor-14,27.13,0.85,9.53,47.90,9.17,6.08,2025-06-02 12:44:46
Sensor-15,23.92,0.35,7.14,14.76,11.62,8.89,2025-06-03 00:31:27
Sensor-16,28.90,0.38,6.86,47.15,9.36,3.29,2025-06-03 03:41:35
Sensor-17,28.52,0.34,8.07,34.35,7.51,9.33,2025-06-02 21:36:47
Sensor-18,33.08,1.84,5.07,50.47,5.74,7.70,2025-06-03 03:48:04
Sensor-19,25.25,0.04,7.21,16.91,11.65,8.36,2025-06-03 00:16:20
Sensor-20,29.26,0.36,6.52,11.81,7.50,9.29,2025-06-02 14:24:25
Sensor-21,26.47,0.00,6.72,24.47,9.77,6.04,2025-06-03 06:24:22
Sensor-22,23.59,0.01,6.74,39.06,8.34,8.30,2025-06-03 03:10:06
Sensor-23,24.92,0.05,7.35,24.66,9.48,9.69,2025-06-03 08:17:03
Sensor-24,21.32,0.18,7.96,13.27,11.96,5.75,2025-06-02 14:37:11
Sensor-25,23.78,0.27,7.46,46.00,10.18,6.66,2025-06-02 12:24:31
Sensor-26,29.22,0.16,7.78,31.17,11.51,7.12,2025-06-02 17:37:21
Sensor-27,20.43,0.38,7.59,49.59,5.24,3.83,2025-06-03 08:57:01
Sensor-28,31.19,1.61,4.54,77.55,2.94,2.36,2025-06-02 16:35:57
Sensor-29,15.04,1.41,8.19,60.61,8.49,13.87,2025-06-03 02:08:00
Sensor-30,10.12,1.64,6.31,48.40,2.62,7.09,2025-06-03 01:29:21
Sensor-31,10.45,1.42,9.03,62.05,11.91,4.53,2025-06-03 02:06:24
Sensor-32,13.21,0.40,5.84,65.38,3.27,1.57,2025-06-02 23:42:25
Sensor-33,19.22,1.63,7.17,53.15,14.23,7.84,2025-06-02 15:44:19
Sensor-34,24.63,0.02,6.85,19.38,12.00,7.51,2025-06-02 21:27:58
Sensor-35,15.33,0.64,7.07,48.62,8.30,3.80,2025-06-02 11:09:54
Sensor-36,28.27,0.17,7.01,21.26,6.51,6.84,2025-06-02 16:35:02
Sensor-37,25.71,0.40,8.24,41.22,10.68,8.83,2025-06-02 14:19:17
Sensor-38,35.94,1.12,8.29,94.21,8.47,14.46,2025-06-03 03:14:17
Sensor-39,14.57,0.42,8.44,54.14,11.77,12.82,2025-06-03 03:55:20
Sensor-40,15.52,2.00,7.45,60.57,11.63,7.27,2025-06-02 16:30:43
Sensor-41,26.51,0.08,8.02,16.67,5.55,6.46,2025-06-02 11:09:35
Sensor-42,27.50,0.10,7.12,36.01,11.85,6.16,2025-06-03 03:09:28
Sensor-43,25.30,0.11,8.35,16.44,10.76,6.97,2025-06-03 01:06:49
Sensor-44,35.20,1.30,5.79,49.87,10.59,0.71,2025-06-03 03:48:25
Sensor-45,22.96,0.48,7.89,31.14,8.65,3.86,2025-06-03 09:08:25
Sensor-46,16.43,0.95,7.12,69.91,1.17,5.89,2025-06-02 19:58:18
Sensor-47,25.98,0.00,7.85,34.35,11.28,4.56,2025-06-02 09:51:37
Sensor-48,27.98,1.91,7.01,72.10,12.71,8.62,2025-06-02 15:28:23
Sensor-49,18.90,1.67,8.69,51.83,11.24,12.59,2025-06-02 23:32:28
Sensor-50,24.32,0.17,7.90,14.38,9.91,5.76,2025-06-03 04:13:57
Sensor-51,11.90,1.77,7.12,71.63,7.36,7.21,2025-06-03 09:07:45
Sensor-52,10.94,1.52,9.42,91.43,3.72,10.21,2025-06-02 15:43:24
Sensor-53,27.71,0.49,7.03,26.52,11.66,7.20,2025-06-02 17:34:06
Sensor-54,28.43,0.08,7.81,10.45,11.07,9.19,2025-06-03 06:53:33
Sensor-55,38.57,1.43,4.22,64.27,2.71,4.51,2025-06-03 03:02:47
Sensor-56,22.16,0.33,6.56,0.17,10.34,5.89,2025-06-02 22:57:33
Sensor-57,24.18,0.16,7.92,13.14,7.06,6.91,2025-06-02 15:46:12
Sensor-58,24.13,1.59,4.67,66.54,3.66,13.91,2025-06-03 00:05:15
Sensor-59,19.68,1.88,4.53,55.39,9.69,1.39,2025-06-02 09:46:23
Sensor-60,25.17,0.05,6.83,19.24,8.03,6.22,2025-06-03 04:50:13
Sensor-61,27.84,0.37,7.09,22.41,11.05,9.95,2025-06-02 09:57:08
Sensor-62,28.19,0.09,7.21,16.77,7.07,6.93,2025-06-03 08:02:16
Sensor-63,23.69,0.14,8.05,14.62,7.22,9.06,2025-06-03 02:28:02
Sensor-64,27.51,0.01,7.33,7.92,8.83,9.57,2025-06-02 12:58:03
Sensor-65,31.31,1.29,9.77,44.33,6.61,4.08,2025-06-02 23:13:12
Sensor-66,22.15,0.69,8.71,64.71,10.79,3.06,2025-06-02 09:56:32
Sensor-67,25.46,0.44,7.47,6.18,7.81,8.66,2025-06-03 04:36:40
Sensor-68,29.25,0.39,7.78,9.86,7.41,7.14,2025-06-03 02:23:54
Sensor-69,26.91,0.41,7.95,28.26,5.39,9.05,2025-06-02 21:23:41
Sensor-70,22.98,0.40,8.17,22.96,9.44,3.08,2025-06-03 02:18:00
Sensor-71,18.07,0.78,7.98,93.48,11.37,12.87,2025-06-02 15:11:54
Sensor-72,23.26,1.26,6.67,45.92,2.22,2.79,2025-06-03 00:16:43
Sensor-73,37.75,1.94,3.29,49.68,9.06,1.06,2025-06-02 13:58:00
Sensor-74,16.59,1.45,7.43,50.37,6.63,5.88,2025-06-02 14:57:42
Sensor-75,26.62,0.02,7.37,27.11,9.49,5.30,2025-06-02 20:56:32
Sensor-76,24.50,1.65,3.05,98.07,12.40,8.09,2025-06-03 09:06:09
Sensor-77,25.17,0.47,7.98,20.05,8.81,8.72,2025-06-03 03:22:18
Sensor-78,19.04,1.96,6.58,50.46,6.63,9.82,2025-06-02 19:21:24
Sensor-79,29.97,0.42,7.19,14.01,5.05,5.18,2025-06-03 06:31:25
Sensor-80,22.21,0.21,7.90,0.92,11.82,4.00,2025-06-02 13:13:39
Sensor-81,25.17,1.23,4.44,74.97,11.44,9.51,2025-06-02 23:56:01
Sensor-82,28.79,0.31,6.59,4.83,11.67,6.97,2025-06-02 16:30:32
Sensor-83,20.60,0.30,8.23,6.24,10.79,7.94,2025-06-03 04:37:44
Sensor-84,23.36,0.39,8.17,33.94,8.47,5.21,2025-06-03 06:09:16
Sensor-85,24.61,0.19,8.29,21.88,10.24,5.32,2025-06-02 17:51:45
Sensor-86,29.73,0.49,7.41,10.56,8.98,3.17,2025-06-02 13:29:03
Sensor-87,27.17,0.03,7.14,27.08,5.56,7.88,2025-06-02 14:30:21
Sensor-88,28.74,1.07,5.80,90.51,12.06,3.80,2025-06-02 18:10:12
Sensor-89,23.29,0.44,7.05,25.07,8.15,7.12,2025-06-03 06:48:04
Sensor-90,38.60,1.38,4.39,98.20,13.93,5.32,2025-06-03 08:02:23
Sensor-91,11.87,0.90,5.18,71.05,13.30,14.23,2025-06-02 20:58:50
Sensor-92,38.94,1.07,6.14,92.50,4.15,6.62,2025-06-03 08:33:31
Sensor-93,27.42,0.46,7.28,48.49,8.55,5.59,2025-06-02 20:39:16
Sensor-94,22.56,0.27,7.48,38.17,9.56,4.83,2025-06-02 18:33:29
Sensor-95,31.44,0.48,9.23,74.92,11.61,7.42,2025-06-03 02:14:27
Sensor-96,23.61,0.09,6.74,49.74,6.96,4.16,2025-06-03 00:37:04
Sensor-97,21.92,0.45,7.03,33.87,9.19,9.54,2025-06-02 17:47:11
Sensor-98,23.28,0.53,7.56,42.05,11.96,6.15,2025-06-03 04:26:06
Sensor-99,27.40,1.74,4.61,42.17,12.33,14.93,2025-06-02 14:38:58
Sensor-100,27.54,1.14,8.53,71.51,8.53,2.85,2025-06-02 17:07:15
Sensor-1,29.26,1.70,5.87,96.21,13.99,4.50,2025-06-03 05:08:23
Sensor-2,23.51,0.00,7.18,43.32,5.28,5.07,2025-06-02 15:21:49
Sensor-3,23.48,0.35,7.71,27.43,11.60,6.93,2025-06-03 00:10:28
Sensor-4,35.00,1.40,9.30,61.89,0.03,5.98,2025-06-02 21:31:23
Sensor-5,30.71,0.91,6.47,44.49,13.31,3.94,2025-06-02 15:05:21
Sensor-6,26.48,1.69,6.11,46.66,11.80,5.64,2025-06-02 19:56:20
Sensor-7,22.31,0.69,4.46,85.27,2.65,13.23,2025-06-03 03:15:54
Sensor-8,29.46,0.40,7.70,45.41,11.38,6.05,2025-06-02 22:01:52
Sensor-9,11.24,1.67,6.03,93.46,2.08,0.27,2025-06-03 01:43:17
Sensor-10,10.74,0.96,5.24,86.93,0.74,5.26,2025-06-03 04:09:21
Sensor-11,21.27,0.42,6.60,11.53,6.42,4.46,2025-06-03 01:49:56
Sensor-12,36.72,1.41,4.69,57.40,2.38,4.33,2025-06-03 04:26:59
Sensor-13,22.48,0.04,7.41,20.27,10.00,9.16,2025-06-03 00:53:51
Sensor-14,23.23,0.28,7.73,28.75,9.82,5.70,2025-06-03 01:22:03
Sensor-15,33.15,1.75,4.36,81.36,9.51,7.89,2025-06-03 05:09:49
Sensor-16,28.34,0.11,6.62,39.51,9.94,9.70,2025-06-02 20:53:23
Sensor-17,31.00,0.83,6.58,84.74,11.00,0.73,2025-06-02 18:38:52
Sensor-18,24.96,0.11,7.04,6.67,6.15,4.36,2025-06-02 19:54:38
Sensor-19,14.69,1.86,7.08,82.99,4.11,3.86,2025-06-02 10:57:20
Sensor-20,34.55,1.62,3.45,76.05,9.89,9.23,2025-06-02 17:26:15
Sensor-21,24.79,0.16,8.24,37.61,9.93,4.09,2025-06-02 21:20:56
Sensor-22,22.64,0.10,6.86,18.70,9.31,3.45,2025-06-02 20:58:11
Sensor-23,21.06,0.27,7.91,17.01,7.80,5.54,2025-06-02 11:49:59
Sensor-24,26.74,0.44,7.33,22.80,11.16,7.91,2025-06-02 16:19:52
Sensor-25,27.26,0.47,6.17,49.78,1.30,10.55,2025-06-03 06:24:12
Sensor-26,25.38,0.13,6.94,33.36,5.83,4.40,2025-06-02 11:45:04
Sensor-27,17.21,1.69,4.53,63.89,14.92,3.50,2025-06-02 15:41:03
Sensor-28,25.55,1.49,3.94,98.57,12.29,7.99,2025-06-02 15:55:59
Sensor-29,21.18,0.02,6.66,20.73,7.28,9.00,2025-06-02 10:39:56
